produto,Unnamed: 1,prediction
tempero ingredientes da vida 12g menta,,"(('__label__chás,chá', '__label__chás,cha', '__label__temperos', '__label__conservas,pimenta', '__label__chás'), array([0.67357802, 0.19245014, 0.02524175, 0.01198988, 0.00616544]))"
tempero ingredientes da vida 12g mix de peixe,,"(('__label__temperos', '__label__chás,chá', '__label__chás,cha', '__label__jardinagem,semente', '__label__conservas,pimenta'), array([0.4048124 , 0.31386349, 0.0679528 , 0.01049077, 0.00709691]))"
tempero ingredientes da vida 12g mix de frango,,"(('__label__temperos', '__label__conservas,pimenta', '__label__jardinagem,semente', '__label__chás,chá', '__label__cães,ração'), array([0.42393816, 0.00899402, 0.00674422, 0.00643756, 0.00617295]))"
tempero 500g especial,,"(('__label__sal,sal', '__label__cafés,café', '__label__chás,erva', '__label__cafés,cafe', '__label__grãos,milho'), array([0.96137559, 0.02121998, 0.00360287, 0.00206989, 0.00115362]))"
mascara descartavel,,"(('__label__conveniências,fita', '__label__farmácia', '__label__cozinha,copo', '__label__papelaria,papel', '__label__cozinha,caneca'), array([0.0273507 , 0.02087252, 0.01211368, 0.00943828, 0.00649767]))"
tomate seco quali vida 100g,,"(('__label__conservas,pimenta', '__label__sucos,polpa', '__label__legumes,cogumelo', '__label__vinhos,""vinho', '__label__frutas,damasco'), array([0.06508157, 0.03313861, 0.02770503, 0.02725124, 0.01885051]))"
tortei sto antonio 500 g,,"(('__label__frutas,uva', '__label__massas', '__label__cafés,café', '__label__cafés,cafe', '__label__queijos,queijo'), array([0.0705322 , 0.05402141, 0.04418019, 0.01848088, 0.01266065]))"
vinho villa di conco 750ml sauvignon blanc,,"(('__label__vinhos,vinho', '__label__vinhos,espumante', '__label__vinhos,vho', '__label__vinhos,""vinho', '__label__vinhos,vita'), array([0.92365903, 0.01308804, 0.0050538 , 0.00504561, 0.0039963 ]))"
vinho villa di conco 750ml syrah 2019,,"(('__label__vinhos,vinho', '__label__vinhos,espumante', '__label__vinhos,vho', '__label__vinhos,""vinho', '__label__vinhos,vita'), array([0.78576523, 0.02207938, 0.00987875, 0.00877418, 0.00844265]))"
batata palito excelsior 2kg congelada pre frita,,"(('__label__vegetais', '__label__arroz,arroz', '__label__aves,coxa', '__label__frios,mortadela', '__label__aves,coxinha'), array([0.48104742, 0.0179541 , 0.01278851, 0.01183561, 0.01183417]))"
batedor para sal inox argemak,,"(('__label__cozinha,bomba', '__label__cozinha,suporte', '__label__cozinha,bico', '__label__cozinha,tabua', '__label__cozinha,peneira'), array([0.06095647, 0.04543138, 0.03688694, 0.02720204, 0.02697919]))"
"grampo p/fio c/ prego ate 2,5mm",,"(('__label__utensílios', '__label__farmácia', '__label__conveniências,fita', '__label__papelaria,pasta', '__label__cozinha,porta'), array([0.01596165, 0.0132148 , 0.00604309, 0.00364298, 0.00345134]))"
radite molho boff,,"(('__label__cabelo,pente', '__label__churrasco,carvão', '__label__jardinagem,semente', '__label__produtos', '__label__vinhos,vinho'), array([0.05400947, 0.03216345, 0.02702835, 0.02462646, 0.01336116]))"
cascao sorvete chocolate,,"(('__label__ingredientes', '__label__sorvetes', '__label__chocolates,ovo', '__label__cabelo,tintura', '__label__doces'), array([0.2799215 , 0.27190998, 0.05734678, 0.05126886, 0.04656871]))"
kit banho pratic cortina+ tapete sortido,,"(('__label__corpo,esponja', '__label__cabelo,kit', '__label__corpo,bucha', '__label__rosto,pincel', '__label__utensílios'), array([0.02557569, 0.02518842, 0.01461136, 0.01306567, 0.01281588]))"
file de tilapia 400g famitie,,"(('__label__peixes,filé', '__label__peixes,file', '__label__peixes,posta', '__label__sucos,polpa', '__label__peixes,peixe'), array([0.26581171, 0.15496784, 0.04489076, 0.03408329, 0.03025958]))"
pizza sabor do sul,,"(('__label__pães,pão', '__label__massas', '__label__pães,pao', '__label__frutos', '__label__vegetais'), array([0.44009498, 0.12262344, 0.06897276, 0.02476316, 0.01801504]))"
pizza sabor do sul,,"(('__label__pães,pão', '__label__massas', '__label__pães,pao', '__label__frutos', '__label__vegetais'), array([0.44009498, 0.12262344, 0.06897276, 0.02476316, 0.01801504]))"
pizza sabor do sul,,"(('__label__pães,pão', '__label__massas', '__label__pães,pao', '__label__frutos', '__label__vegetais'), array([0.44009498, 0.12262344, 0.06897276, 0.02476316, 0.01801504]))"
bolinha 3 cm natal ss09307,,"(('__label__cozinha,forma', '__label__utensílios', '__label__cozinha,kit', '__label__cozinha,faca', '__label__cozinha,colher'), array([0.06905376, 0.04533768, 0.03125811, 0.03060361, 0.02280757]))"
bolinha 5 cm natal ss09308,,"(('__label__cozinha,forma', '__label__cozinha,porta', '__label__cozinha,faca', '__label__cozinha,colher', '__label__utensílios'), array([0.05825749, 0.02385301, 0.02345235, 0.02301522, 0.01875144]))"
cabo telescopico 2 m,,"(('__label__cabelo,pente', '__label__cozinha,faca', '__label__papelaria,tesoura', '__label__churrasco,espeto', '__label__cabelo,escova'), array([0.27277422, 0.05477714, 0.04052661, 0.03188427, 0.02852611]))"
cachepot grande pote 15 kisses,,"(('__label__ovos,ovos', '__label__farmácia', '__label__cozinha,faca', '__label__higiene,fralda', '__label__ovos,ovo'), array([0.04725821, 0.02862205, 0.02000382, 0.01672501, 0.01641978]))"
castanha de caju pct xerem 1 kg cajukente/ dom caju,,"(('__label__sucos,polpa', '__label__queijos,queijo', '__label__doces', '__label__laticínios,manteiga', '__label__peixes,filé'), array([0.43530011, 0.02790358, 0.02649962, 0.01969933, 0.01546938]))"
acai trufado pote 1lt avela,,"(('__label__sucos,suco', '__label__doces', '__label__chocolates,chocolate', '__label__chocolates,bombom', '__label__suplementos'), array([0.14717387, 0.06014316, 0.05855254, 0.03130589, 0.02172588]))"
acai pote 2 lt natural zero,,"(('__label__suplementos', '__label__doces', '__label__queijos,queijo', '__label__roupas,sabão', '__label__chocolates,bombom'), array([0.08441035, 0.04263557, 0.02016759, 0.01292391, 0.01025363]))"
acai trufado pote 1lt morango,,"(('__label__sucos,suco', '__label__suplementos', '__label__sucos,polpa', '__label__sucos,refresco', '__label__chocolates,chocolate'), array([0.57690775, 0.06405389, 0.04517252, 0.03178922, 0.03117378]))"
alho frito 500 g,,"(('__label__sal,sal', '__label__massas', '__label__queijos,queijo', '__label__peixes,peixe', '__label__laticínios,manteiga'), array([0.28058141, 0.07531945, 0.07095843, 0.05320116, 0.03466162]))"
alicate de corte 8'' id-749a,,"(('__label__cozinha,coador', '__label__cozinha,tábua', '__label__cozinha,escorredor', '__label__cozinha,colher', '__label__cabelo,pente'), array([0.02052619, 0.01907466, 0.01686349, 0.01414808, 0.01342563]))"
alicate turquesa 11'' id-8860a,,"(('__label__conveniências,fita', '__label__farmácia', '__label__cozinha,porta', '__label__utensílios', '__label__jardinagem,vaso'), array([0.01861463, 0.01833814, 0.01586059, 0.01142951, 0.00851694]))"
alicate de cuticula id-5610a,,"(('__label__corpo,cortador', '__label__rosto,paleta', '__label__rosto,pincel', '__label__corpo,lixa', '__label__corpo,aparelho'), array([0.07545814, 0.04671647, 0.0174757 , 0.01255945, 0.01158456]))"
alicate de cuticula id-6805a,,"(('__label__corpo,cortador', '__label__rosto,paleta', '__label__rosto,pincel', '__label__corpo,lixa', '__label__corpo,aparelho'), array([0.07545814, 0.04671647, 0.0174757 , 0.01255945, 0.01158456]))"
luva mitenes para palma da mao de clorop,,"(('__label__utensílios', '__label__cozinha,suporte', '__label__corpo,óleo', '__label__cozinha,tábua', '__label__cozinha,taça'), array([0.11743019, 0.00865354, 0.00819187, 0.00672963, 0.00637269]))"
"gancho auto adesivo (suporta ate 1kg - abs, 2 unid.)",,"(('__label__utensílios', '__label__arroz,arroz', '__label__roupas,sabão', '__label__feijão,feijão', '__label__grãos,milho'), array([0.06457195, 0.00433032, 0.00376324, 0.00272074, 0.00203576]))"
clips de ferro com 50unid por pote,,"(('__label__doces', '__label__farmácia', '__label__corpo,aparelho', '__label__utensílios', '__label__laticínios,manteiga'), array([0.02349434, 0.01073963, 0.01070374, 0.00897175, 0.00800361]))"
saco de polietileno para uso cozinha com,,"(('__label__medicamento', '__label__cozinha,forma', '__label__cozinha,conjunto', '__label__embalagens', '__label__utensílios'), array([0.39056712, 0.22511177, 0.03497592, 0.02455507, 0.02125268]))"
dai-porta objeto de plastico(polip. eno),,"(('__label__utensílios', '__label__farmácia', '__label__cozinha,abridor', '__label__jardinagem,semente', '__label__cozinha,coador'), array([0.43000183, 0.00809607, 0.00686587, 0.00620733, 0.00563734]))"
clips duplo de ferro para escritorio 42u,,"(('__label__utensílios', '__label__cozinha,suporte', '__label__rosto,pincel', '__label__cozinha,tábua', '__label__cozinha,torneira'), array([0.14104989, 0.03172065, 0.02782897, 0.02093059, 0.01754642]))"
luva ver brilhus g,,"(('__label__farmácia', '__label__utensílios', '__label__bebê,fralda', '__label__higiene,fralda', '__label__papelaria,mochila'), array([0.02669131, 0.02293042, 0.01106218, 0.00902206, 0.00710944]))"
brocolis buono gel 1.05kg,,"(('__label__higiene,alcool', '__label__higiene,álcool', '__label__automotivos,silicone', '__label__papelaria,caneta', '__label__rosto,""batom'), array([0.12073526, 0.06078474, 0.03857341, 0.01421872, 0.00930185]))"
ovo branco netto 10x c/20und gde,,"(('__label__utensílios', '__label__ovos,ovo', '__label__ovos,ovos', '__label__cozinha,pote', '__label__cozinha,""pote'), array([0.03519667, 0.03438703, 0.03335116, 0.02642275, 0.0241446 ]))"
vinho gimenez tt casco viejo cab 750ml,,"(('__label__vinhos,vinho', '__label__vinhos,espumante', '__label__vinhos,vita', '__label__vinhos,vho', '__label__vinhos,champagne'), array([0.07470503, 0.02711755, 0.02475366, 0.01863701, 0.01214328]))"
vinho gimenez tt c viej char/viog 750ml,,"(('__label__cozinha,pote', '__label__vinhos,espumante', '__label__cozinha,garrafa', '__label__vinhos,vinho', '__label__destilados,cachaça'), array([0.03951225, 0.03350882, 0.02012604, 0.01979137, 0.01859176]))"
cesta de plastico c/160 pcs 71785,,"(('__label__utensílios', '__label__cozinha,colher', '__label__cozinha,escorredor', '__label__cozinha,pote', '__label__cozinha,jogo'), array([0.10424003, 0.03265577, 0.02415872, 0.02181798, 0.02066292]))"
cesta de plastico c/200 pcs 71900,,"(('__label__utensílios', '__label__cozinha,colher', '__label__cozinha,escorredor', '__label__cozinha,pote', '__label__cozinha,jogo'), array([0.05090636, 0.01942471, 0.01490693, 0.01382534, 0.01296561]))"
cesta de plastico 71901,,"(('__label__utensílios', '__label__cozinha,escorredor', '__label__cozinha,colher', '__label__cozinha,pote', '__label__cozinha,coador'), array([0.3582986 , 0.02929479, 0.02571372, 0.01652575, 0.01514597]))"
cesta 26x26 9 cm id-5749c,,"(('__label__utensílios', '__label__cozinha,colher', '__label__cozinha,faca', '__label__cozinha,prato', '__label__cozinha,forma'), array([0.13898818, 0.06071338, 0.05354397, 0.03488026, 0.0323411 ]))"
acucar refinado 1,,"(('__label__sal,sal', '__label__suplementos', '__label__cafés,café', '__label__ingredientes', '__label__queijos,queijo'), array([0.61509371, 0.1083645 , 0.03769782, 0.01023704, 0.00710903]))"
broa de milho kg kg,,"(('__label__confeitaria,mistura', '__label__grãos,milho', '__label__peixes,filé', '__label__sucos,polpa', '__label__peixes,file'), array([0.09388739, 0.09349447, 0.08155178, 0.07405616, 0.04428233]))"
couve maco und edi k,,"(('__label__verduras,alface', '__label__cabelo,pente', '__label__jardinagem,semente', '__label__conveniências,fita', '__label__verduras,couve'), array([0.00521707, 0.00286675, 0.00241121, 0.00217794, 0.0020018 ]))"
espinafre maco und,,"(('__label__verduras,alface', '__label__cabelo,pente', '__label__queijos,queijo', '__label__temperos', '__label__cães,osso'), array([0.01918302, 0.01498689, 0.01252129, 0.00716447, 0.0059997 ]))"
maca gala esp kg edi,,"(('__label__utensílios', '__label__queijos,queijo', '__label__churrasco,carvão', '__label__arroz,arroz', '__label__legumes,batata'), array([0.0080616 , 0.00638373, 0.00593804, 0.00485483, 0.00379912]))"
mass dc bol 45,,"(('__label__suplementos', '__label__farmácia', '__label__vitaminas,vitamina', '__label__chocolates,bombom', '__label__massas'), array([0.05896889, 0.01083991, 0.00742732, 0.00566233, 0.00479507]))"
morango band und 200,,"(('__label__utensílios', '__label__legumes,cogumelo', '__label__verduras,salada', '__label__chocolates,bombom', '__label__verduras,couve'), array([0.00736984, 0.00461346, 0.00428784, 0.00397618, 0.00391447]))"
pao minuto 1,,"(('__label__cozinha,forma', '__label__cozinha,assadeira', '__label__cozinha,porta', '__label__cozinha,cacarola', '__label__cães,osso'), array([0.11239593, 0.0483028 , 0.01223519, 0.01161767, 0.0114545 ]))"
recheio goiaba 1kg 1,,"(('__label__sucos,polpa', '__label__doces', '__label__arroz,arroz', '__label__vegetais', '__label__chocolates,chocolate'), array([0.41845986, 0.17753126, 0.06365466, 0.02567486, 0.01978772]))"
rucula maco und,,"(('__label__verduras,alface', '__label__temperos', '__label__cabelo,pente', '__label__legumes,cogumelo', '__label__verduras,couve'), array([0.04714641, 0.04541945, 0.0063732 , 0.00628136, 0.00625775]))"
nouve silico organico com 60 capsulas,,"(('__label__vitaminas,vitamina', '__label__suplementos', '__label__farmácia', '__label__chás,chá', '__label__conservas,azeitona'), array([0.13272649, 0.11490988, 0.01189617, 0.00976538, 0.00948907]))"
v ventus robles cha,,"(('__label__vinhos,vinho', '__label__cozinha,porta', '__label__jardinagem,semente', '__label__jardinagem,vaso', '__label__cozinha,colher'), array([0.01069474, 0.00545968, 0.00477963, 0.00463495, 0.00460666]))"
kit pente e esc m boni emb economica un 1x1 un,,"(('__label__mãos', '__label__eletro', '__label__pássaros', '__label__brinquedos', '__label__bebê,fralda'), array([0.07024233, 0.06309911, 0.05323826, 0.04598948, 0.03973603]))"
chave combinada 10 x 10 mm id-427ch,,"(('__label__utensílios', '__label__farmácia', '__label__conveniências,fita', '__label__papelaria,papel', '__label__papelaria,pasta'), array([0.19577338, 0.05242789, 0.04767559, 0.04397014, 0.03915754]))"
chave de roda id-9940h,,"(('__label__utensílios', '__label__farmácia', '__label__papelaria,mochila', '__label__cozinha,coador', '__label__papelaria,bloco'), array([9.65427160e-01, 1.78822991e-03, 7.42397329e-04, 7.12351408e-04,
       6.83680933e-04]))"
ovo cacau show copo times 160g,,"(('__label__chocolates,ovo', '__label__chocolates,chocolate', '__label__cozinha,forma', '__label__chocolates,bombom', '__label__ovos,ovo'), array([0.80483538, 0.06580104, 0.02199534, 0.01824236, 0.01261541]))"
copo de plastico,,"(('__label__cozinha,jogo', '__label__cozinha,conjunto', '__label__cozinha,colher', '__label__cozinha,escorredor', '__label__cozinha,coador'), array([0.13618764, 0.09147721, 0.06980991, 0.04203032, 0.02805423]))"
couve mant fatia select g bdj 200g,,"(('__label__legumes,cogumelo', '__label__frutas,frutas', '__label__laticínios,manteiga', '__label__verduras,salada', '__label__verduras,couve'), array([0.02304721, 0.01057534, 0.01043976, 0.01001346, 0.00924168]))"
"toalha de mesa (pvc, tam: 120cm x 150cm)",,"(('__label__utensílios', '__label__cozinha,colher', '__label__cozinha,jogo', '__label__cozinha,escorredor', '__label__cozinha,faca'), array([0.2561653 , 0.08166864, 0.01673432, 0.01575655, 0.01521772]))"
ima com clipe de plastico 3 un,,"(('__label__cozinha,pote', '__label__corpo,aparelho', '__label__papelaria,pasta', '__label__cozinha,faca', '__label__cozinha,cortador'), array([0.02207936, 0.01766828, 0.01627401, 0.01572318, 0.0153944 ]))"
dai-cilios posticos 1 par de polie. conte,,"(('__label__farmácia', '__label__rosto,paleta', '__label__corpo,cortador', '__label__papelaria,mochila', '__label__utensílios'), array([0.04010634, 0.02205725, 0.01428047, 0.01327987, 0.01174892]))"
saboneteira de poliestireno de uso domes,,"(('__label__medicamento', '__label__molhos', '__label__cozinha,jogo', '__label__farmácia', '__label__cozinha,conjunto'), array([0.96035933, 0.01106089, 0.0017681 , 0.00156302, 0.00122561]))"
forro de polietileno aluminizado para ar,,"(('__label__utensílios', '__label__cozinha,suporte', '__label__cozinha,torneira', '__label__cozinha,tábua', '__label__corpo,óleo'), array([0.23647368, 0.01860029, 0.01243405, 0.01070045, 0.01024763]))"
amendoim crocante 330 gr tradicional,,"(('__label__biscoitos', '__label__doces', '__label__chocolates,chocolate', '__label__queijos,queijo', '__label__chocolates,bombom'), array([0.30556798, 0.29782978, 0.15931492, 0.03086461, 0.02413629]))"
anthurium colours p12,,"(('__label__conveniências,fita', '__label__conveniências,cola', '__label__churrasco,carvão', '__label__jardinagem,flor', '__label__produtos'), array([0.00307623, 0.00241588, 0.00237312, 0.00201609, 0.00193834]))"
aperitivo 900 ml vermouth tinto,,"(('__label__vinhos,vinho', '__label__destilados,licor', '__label__vinhos,""vinho', '__label__destilados,vodka', '__label__destilados,coquetel'), array([0.26517236, 0.06422109, 0.03531116, 0.01610192, 0.01565759]))"
aspirador de piscina medio,,"(('__label__utensílios', '__label__farmácia', '__label__papelaria,bloco', '__label__papelaria,mochila', '__label__cozinha,escorredor'), array([0.90016013, 0.00484487, 0.00188409, 0.00188276, 0.0016223 ]))"
des aer giovanna baby rosa 150ml,,"(('__label__bebê,mamadeira', '__label__corpo,desodorante', '__label__cabelo,shampoo', '__label__cozinha,copo', '__label__sal,sal'), array([0.2731331 , 0.11964484, 0.02036546, 0.01864882, 0.01725786]))"
"azeite vale argentino 375ml premium 0,01 % acidez vale argentino",,"(('__label__vinhos,vinho', '__label__cervejas,cerveja', '__label__destilados,cachaça', '__label__vinhos,""vinho', '__label__vinhos,espumante'), array([0.82513696, 0.01421276, 0.00978663, 0.00971784, 0.00529547]))"
"mordedor canino t-bone 11,5 cm unipet",,"(('__label__cães,coleira', '__label__pet', '__label__cães,comedouro', '__label__jardinagem,vaso', '__label__churrasco,espeto'), array([0.00809424, 0.00678556, 0.00570144, 0.00558703, 0.00491806]))"
mordedor para pet com corda unipet,,"(('__label__cães,guia', '__label__cães,peitoral', '__label__pet', '__label__cães,coleira', '__label__cães,""guia'), array([0.39405099, 0.15156341, 0.1409294 , 0.09760591, 0.03528994]))"
mc flores 12 hastes,,"(('__label__chás,chá', '__label__utensílios', '__label__higiene,papel', '__label__chás,cha', '__label__conveniências,fita'), array([0.03140905, 0.02035152, 0.00682868, 0.00601586, 0.00496974]))"
orquidea multiflora variada 4 haste,,"(('__label__conveniências,vela', '__label__cozinha,porta', '__label__cabelo,kit', '__label__cabelo,pente', '__label__utensílios'), array([0.00909201, 0.00617521, 0.00574423, 0.00560293, 0.00476607]))"
shimeji escuro lopes bj 200g (ca),,"(('__label__legumes,cogumelo', '__label__verduras,alface', '__label__verduras,couve', '__label__temperos', '__label__verduras,salada'), array([0.20120509, 0.06984946, 0.02570646, 0.01844339, 0.01735489]))"
quinoa 150gr,,"(('__label__legumes,tomate', '__label__legumes,cogumelo', '__label__churrasco,carvão', '__label__frios,salame', '__label__pães,pão'), array([0.02169868, 0.01695546, 0.01470885, 0.01280135, 0.01012046]))"
mc limonium rosa,,"(('__label__sal,sal', '__label__conveniências,velas', '__label__cães,comedouro', '__label__conveniências,vela', '__label__papelaria,tinta'), array([0.0120048 , 0.00919748, 0.00757168, 0.00737802, 0.00703593]))"
creme kanechomn 1kg abacate,,"(('__label__cabelo,creme', '__label__cabelo,mascara', '__label__cabelo,máscara', '__label__cabelo,cr', '__label__cabelo,condicionador'), array([0.10015395, 0.06369681, 0.05026319, 0.02354668, 0.01767167]))"
assadeira redonda n? 30 oliveira,,"(('__label__cozinha,forma', '__label__cozinha,assadeira', '__label__cozinha,frigideira', '__label__farmácia', '__label__cozinha,caçarola'), array([0.07853897, 0.04558875, 0.03946146, 0.03414679, 0.02048327]))"
forma de pudim n? 20 oliveira,,"(('__label__cozinha,forma', '__label__pães,pão', '__label__medicamento', '__label__utensílios', '__label__farmácia'), array([0.84897339, 0.05692564, 0.02266416, 0.01412761, 0.0113562 ]))"
trav ret alca porcel 19cm,,"(('__label__cozinha,caneca', '__label__utensílios', '__label__cozinha,prato', '__label__cozinha,copo', '__label__cozinha,tigela'), array([0.04018531, 0.03825623, 0.0311473 , 0.03055813, 0.02963471]))"
assadeira qd alta 1 r.3246,,"(('__label__cozinha,assadeira', '__label__cozinha,forma', '__label__cozinha,frigideira', '__label__cozinha,caçarola', '__label__cozinha,cacarola'), array([0.38889888, 0.05019588, 0.0376731 , 0.02440315, 0.02436746]))"
bananada vitao zero c/3 54g,,"(('__label__doces', '__label__chocolates,chocolate', '__label__chocolates,bombom', '__label__suplementos', '__label__ovos,ovo'), array([0.18008484, 0.01448799, 0.01096178, 0.00396634, 0.00383916]))"
hortalica em vaso manjericao limoncino semear,,"(('__label__casa', '__label__frutas', '__label__papelaria,papelaria', '__label__temperos', '__label__conservas,pimenta'), array([0.19947805, 0.0151217 , 0.01390393, 0.00976088, 0.00849882]))"
vinho afr.bco stellenbosch chn 750ml,,"(('__label__cozinha,garrafa', '__label__cozinha,coqueteleira', '__label__vinhos,espumante', '__label__vinhos,vita', '__label__destilados,gin'), array([0.07576788, 0.06710933, 0.0647188 , 0.06441417, 0.04960296]))"
copo yangzi 420ml happy infantil 20736,,"(('__label__cozinha,conjunto', '__label__cozinha,kit', '__label__cozinha,caneca', '__label__cozinha,jogo', '__label__cozinha,copo'), array([0.10961802, 0.08480858, 0.0652047 , 0.06458751, 0.06172381]))"
palmito ecologico 400g bandeja tolete,,"(('__label__legumes,tomate', '__label__conservas,palmito', '__label__legumes,pepino', '__label__legumes,batata', '__label__legumes,berinjela'), array([0.04686652, 0.03584698, 0.02818487, 0.02218948, 0.01963322]))"
palmito ecologico 500g bandeja coracao pupunha,,"(('__label__legumes,tomate', '__label__conservas,palmito', '__label__frutas,uva', '__label__legumes,batata', '__label__legumes,pepino'), array([0.08399395, 0.07437651, 0.03627254, 0.03163298, 0.02503268]))"
parafuso vaso sanitario latona,,"(('__label__utensílios', '__label__conveniências,fita', '__label__churrasco,carvão', '__label__cabelo,pente', '__label__jardinagem,semente'), array([0.03027316, 0.00225747, 0.00179747, 0.00146067, 0.00144834]))"
saco de lixo brandao 100l c/ 5,,"(('__label__utensílios', '__label__cozinha,forma', '__label__cozinha,conjunto', '__label__cozinha,jogo', '__label__farmácia'), array([0.83795929, 0.0082403 , 0.00375031, 0.00329157, 0.00301729]))"
saco de lixo brandao 50l c/ 10,,"(('__label__utensílios', '__label__farmácia', '__label__cozinha,forma', '__label__papelaria,pasta', '__label__conveniências,fita'), array([9.92658913e-01, 9.05042805e-04, 4.61778953e-04, 2.41487825e-04,
       1.62966360e-04]))"
papel toalha branco flora 20cm,,"(('__label__utensílios', '__label__jardinagem,vaso', '__label__cozinha,prato', '__label__cozinha,""pote', '__label__cozinha,tigela'), array([0.0998228 , 0.07114919, 0.05851998, 0.02436974, 0.02255937]))"
batata palha - materia prima,,"(('__label__biscoitos', '__label__pães,pão', '__label__queijos,queijo', '__label__suplementos', '__label__doces'), array([0.19386992, 0.02916771, 0.02515936, 0.01999946, 0.01170344]))"
batata escovada - materia prim,,"(('__label__pães,pão', '__label__biscoitos', '__label__queijos,queijo', '__label__pães,pao', '__label__suplementos'), array([0.01912442, 0.0122046 , 0.01065938, 0.0064225 , 0.00599021]))"
escova dental sanifill fase 2,,"(('__label__higiene', '__label__cabelo,kit', '__label__cabelo,pente', '__label__pet', '__label__cabelo,shampoo'), array([9.86627340e-01, 3.34098400e-03, 1.99431344e-03, 1.09536457e-03,
       3.53751937e-04]))"
metro plastico max 1m - ref.11,,"(('__label__utensílios', '__label__papelaria,estojo', '__label__conveniências,fita', '__label__cães,comedouro', '__label__papelaria,mochila'), array([0.0474622 , 0.02793656, 0.01723432, 0.01583799, 0.01494721]))"
pao de queijo libre multigrao,,"(('__label__cozinha,forma', '__label__pães', '__label__pães,pão', '__label__confeitaria,mistura', '__label__cozinha,cortador'), array([0.23833056, 0.10022931, 0.08333635, 0.04544451, 0.02997713]))"
cafe sabor de minas 500g,,"(('__label__pães,pão', '__label__queijos,queijo', '__label__laticínios,manteiga', '__label__pães,pao', '__label__doces'), array([0.12950952, 0.07478416, 0.05389313, 0.04856917, 0.03749535]))"
envelope de papel estampa donald e marga,,"(('__label__temperos', '__label__eletro', '__label__embalagens', '__label__pássaros', '__label__desodorizadores'), array([0.19397257, 0.08397473, 0.08350357, 0.08311427, 0.07259131]))"
elastico de poliester para cabelo - hair,,"(('__label__cabelo,escova', '__label__corpo,esponja', '__label__cabelo,pente', '__label__rosto,pincel', '__label__cabelo,grampo'), array([0.43020824, 0.04782334, 0.0444483 , 0.03148038, 0.0165636 ]))"
caixa de madeira com tampa transparente,,"(('__label__cozinha,pote', '__label__cozinha,tigela', '__label__cozinha,""pote', '__label__cozinha,jarra', '__label__utensílios'), array([0.08429944, 0.07831915, 0.05440105, 0.05274738, 0.03999541]))"
empurrador de cuticula de aco inox - fin,,"(('__label__corpo,cortador', '__label__cozinha,pegador', '__label__cozinha,batedor', '__label__cozinha,colher', '__label__cozinha,cortador'), array([0.03850444, 0.03504474, 0.03503114, 0.03249006, 0.02111902]))"
escovinha de nylon para limpeza de unha,,"(('__label__corpo,cortador', '__label__corpo,lixa', '__label__rosto,pincel', '__label__corpo,esponja', '__label__mãos'), array([0.25488868, 0.10125867, 0.0605636 , 0.05187507, 0.0232547 ]))"
bala frutas refrescantes 87g,,"(('__label__chocolates,chocolate', '__label__corpo,sabonete', '__label__chocolates,bombom', '__label__proteção', '__label__suplementos'), array([0.01873528, 0.01170195, 0.01107825, 0.00834329, 0.0079155 ]))"
bolacha delicias da tia vera nata c/ goiabada 200g,,"(('__label__biscoitos', '__label__doces', '__label__pães,pão', '__label__queijos,queijo', '__label__suplementos'), array([0.79445398, 0.02292732, 0.01216726, 0.00951406, 0.00776639]))"
bolacha delicias da tia vera nata 200g,,"(('__label__biscoitos', '__label__laticínios,manteiga', '__label__queijos,queijo', '__label__pães,pão', '__label__torradas,torrada'), array([0.91954178, 0.00450744, 0.00449048, 0.00407677, 0.00319239]))"
bolacha delicias da tia vera nata c/ canela 200g,,"(('__label__biscoitos', '__label__suplementos', '__label__laticínios,manteiga', '__label__ingredientes', '__label__pães,pão'), array([0.83857554, 0.00729494, 0.00653231, 0.00652815, 0.00632794]))"
bolacha delicias da tia vera beliscao 200g,,"(('__label__biscoitos', '__label__laticínios,manteiga', '__label__pães,pão', '__label__torradas,torrada', '__label__corpo,cera'), array([0.4012281 , 0.02723482, 0.01701727, 0.01585688, 0.01310258]))"
bolacha delic tia vera sequilhos nat c/ coco 200g,,"(('__label__biscoitos', '__label__suplementos', '__label__ingredientes', '__label__pães,pão', '__label__corpo,cera'), array([0.13743012, 0.01898   , 0.01718104, 0.01379138, 0.01214038]))"
pacoca caseira 200g,,"(('__label__doces', '__label__laticínios,manteiga', '__label__chocolates,chocolate', '__label__laticínios,requeijão', '__label__chocolates,bombom'), array([0.93017989, 0.00596211, 0.00483059, 0.00402124, 0.00390456]))"
chimichurri tchetto 15g,,"(('__label__sal,sal', '__label__chás,chá', '__label__chás,cha', '__label__temperos', '__label__conservas,pimenta'), array([0.27410319, 0.18318564, 0.07680261, 0.06160054, 0.0419916 ]))"
caldeirao longuilar tp aa preta n18 un,,"(('__label__cozinha,frigideira', '__label__cozinha,caçarola', '__label__cozinha,panela', '__label__cozinha,cacarola', '__label__cozinha,canecão'), array([0.10152888, 0.05545987, 0.04511429, 0.02804983, 0.01380938]))"
cha matte leao 40g.limao pct c/25 saq,,"(('__label__rosto,base', '__label__conveniências,cola', '__label__rosto,gloss', '__label__rosto,batom', '__label__chás,chá'), array([0.00943873, 0.0060742 , 0.00585573, 0.00567428, 0.00528611]))"
